Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC,nseg_2_RMSE_TOTAL,nseg_2_VIOL,nseg_2_VIOL_NL,nseg_2_TRAIN_TIME_SEC,nseg_2_EXP_TIME_SEC,nseg_3_RMSE_TOTAL,nseg_3_VIOL,nseg_3_VIOL_NL,nseg_3_TRAIN_TIME_SEC,nseg_3_EXP_TIME_SEC,nseg_5_RMSE_TOTAL,nseg_5_VIOL,nseg_5_VIOL_NL,nseg_5_TRAIN_TIME_SEC,nseg_5_EXP_TIME_SEC,nseg_7_RMSE_TOTAL,nseg_7_VIOL,nseg_7_VIOL_NL,nseg_7_TRAIN_TIME_SEC,nseg_7_EXP_TIME_SEC,nseg_9_RMSE_TOTAL,nseg_9_VIOL,nseg_9_VIOL_NL,nseg_9_TRAIN_TIME_SEC,nseg_9_EXP_TIME_SEC,nseg_11_RMSE_TOTAL,nseg_11_VIOL,nseg_11_VIOL_NL,nseg_11_TRAIN_TIME_SEC,nseg_11_EXP_TIME_SEC,nseg_30_RMSE_TOTAL,nseg_30_VIOL,nseg_30_VIOL_NL,nseg_30_TRAIN_TIME_SEC,nseg_30_EXP_TIME_SEC,nseg_90_RMSE_TOTAL,nseg_90_VIOL,nseg_90_VIOL_NL,nseg_90_TRAIN_TIME_SEC,nseg_90_EXP_TIME_SEC
NN,0.0123163917143834,0.2032125683511922,0.093580541429135,10.66589559521526,0.004,0.0110799638465737,0.0997145342173341,0.099692786368159,11.13364404719323,0.0043,0.0086730561585056,0.0754566051311637,0.0650306137815086,11.3395827235654,0.0043,0.006038538091688,0.0435563851926969,0.0412920096731439,11.77412638347596,0.00445,0.0085248647472912,0.0702989461026532,0.0699677530788769,11.992575575597584,0.00445,0.010505424293817,0.0898693895938518,0.0900073237973578,12.398473728448153,0.00465,0.0159918318703522,0.1580613320924052,0.1571534488799358,12.641039377544075,0.0046999999999999,0.0130534411341269,0.1228627805611628,0.122572462536977,15.609765178058296,0.00535,0.0109581774753648,0.0791988680853224,0.078953561299453,24.62671414623037,0.0079
KKThPINN,0.0183639719025438,5.432162656201658e-16,0.194222322508909,11.070190977305174,0.0048,0.0071620223956137,6.562211091980836e-16,0.0427284340723717,12.76301290281117,0.00515,0.0077008706483014,4.976178199659184e-16,0.029819924185356,13.442121330183,0.00555,0.0100608380780263,5.947623346206195e-16,0.0037204938795964,14.66081678075716,0.00715,0.008682025916492,5.9872741685142365e-16,0.0036055371656271,15.773300241213292,0.00685,0.0074575610710602,5.927797935052175e-16,0.0008897189053015,17.064888620283455,0.00715,0.009703710310038,7.077671781985373e-16,0.0008298364306326,18.2726219878532,0.01025,0.0054918954545416,7.513830827373829e-16,0.0001459184019053,29.05756697198376,0.0130499999999999,0.006511940474100122,6.344131569286608e-16,0.00010968025771648545,63.6673067077063,0.0311
